date,value
2017-11-14,60.2237510681
2017-11-15,59.8726119995
2017-11-16,60.4494934082
2017-11-17,60.3659286499
2017-11-20,60.4578552246
2017-11-21,60.9344520569
2017-11-22,61.0180397034
2017-11-24,61.2438011169
2017-11-27,61.0013160706
2017-11-28,61.4695358276
2017-11-29,61.2772407532
2017-11-30,61.5196990967
2017-12-01,61.3859367371
2017-12-04,61.2772407532
2017-12-05,61.0849456787
2017-12-06,60.8926429749
2017-12-07,61.0849456787
2017-12-08,61.4444503784
2017-12-11,61.594959259
2017-12-12,61.6116714478
2017-12-13,61.7454566956
2017-12-14,61.4779052734
2017-12-15,61.7621879578
2017-12-18,62.3390731812
2017-12-19,62.121925354
2017-12-20,62.0798377991
2017-12-21,62.2565994263
2017-12-22,62.3660125732
2017-12-26,62.3744316101
2017-12-27,62.4165077209
2017-12-28,62.6016616821
2017-12-29,62.5006637573
2018-01-02,63.0477371216
2018-01-03,63.4769859314
2018-01-04,63.8557243347
2018-01-05,64.2260513306
2018-01-08,64.2933959961
2018-01-09,64.4027862549
2018-01-10,64.1923751831
2018-01-11,64.6637039185
2018-01-12,65.1771087646
2018-01-16,65.0256271362
2018-01-17,65.5390167236
2018-01-18,65.4043502808
2018-01-19,65.7494354248
2018-01-22,66.2291717529
2018-01-23,66.4143218994
2018-01-24,66.5237350464
2018-01-25,66.4227294922
2018-01-26,67.1044769287
2018-01-29,66.5490036011
2018-01-30,65.8672561646
2018-01-31,65.9261779785
2018-02-01,65.8756713867
2018-02-02,64.4364471436
2018-02-05,61.9620094299
2018-02-06,63.2581634521
2018-02-07,62.4501800537
2018-02-08,60.4723243713
2018-02-09,61.1119422913
2018-02-12,62.0209159851
2018-02-13,62.0629882812
2018-02-14,63.0477371216
2018-02-15,63.7462882996
2018-02-16,63.7968215942
2018-02-20,63.3170661926
2018-02-21,63.081401825
2018-02-22,63.1908073425
2018-02-23,64.0408706665
2018-02-26,64.6384353638
2018-02-27,63.7378997803
2018-02-28,62.9972457886
2018-03-01,62.24817276
2018-03-02,62.542755127
2018-03-05,63.0477371216
2018-03-06,63.4180679321
2018-03-07,63.3423233032
2018-03-08,63.5863990784
2018-03-09,64.3859481812
2018-03-12,64.4532775879
2018-03-13,64.0072097778
2018-03-14,63.9398880005
2018-03-15,63.8388977051
2018-03-16,63.8473014832
2018-03-19,63.1739883423
2018-03-20,63.3254699707
2018-03-21,63.3759727478
2018-03-22,61.8946762085
2018-03-23,60.8510437012
2018-03-26,62.2843933105
2018-03-27,61.4566459656
2018-03-28,61.4313240051
2018-03-29,62.1915130615
2018-04-02,60.9583282471
2018-04-03,61.6002388
2018-04-04,62.0901527405
2018-04-05,62.4195594788
2018-04-06,61.4144287109
2018-04-09,61.7860794067
2018-04-10,62.6982917786
2018-04-11,62.4111099243
2018-04-12,62.7827796936
2018-04-13,62.6138381958
2018-04-16,62.9347991943
2018-04-17,63.4415931702
2018-04-18,63.6865348816
2018-04-19,63.2726554871
2018-04-20,62.8587760925
2018-04-23,62.7827796936
2018-04-24,62.2675018311
2018-04-25,62.2421798706
2018-04-26,62.7658576965
2018-04-27,62.8756790161
2018-04-30,62.4533348083
2018-05-01,62.4195594788
2018-05-02,62.1830596924
2018-05-03,62.1577033997
2018-05-04,62.6898422241
2018-05-07,62.7827796936
2018-05-08,62.7911987305
2018-05-09,63.1713142395
2018-05-10,63.7540969849
2018-05-11,63.8892440796
2018-05-14,63.982170105
2018-05-15,63.4078063965
2018-05-16,63.7287635803
2018-05-17,63.7118835449
2018-05-18,63.5007133484
2018-05-21,63.863899231
2018-05-22,63.8047828674
2018-05-23,63.6189537048
2018-05-24,63.5091552734
2018-05-25,63.2980079651
2018-05-29,62.3181915283
2018-05-30,63.1290473938
2018-05-31,62.8080863953
2018-06-01,63.4162521362
2018-06-04,63.7371902466
2018-06-05,63.7203102112
2018-06-06,64.2777481079
